date,region,resource_type,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,year,month,day,dayofweek,is_weekend,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,rolling_mean_30,rolling_std_30
2023-01-08,Southeast Asia,Container,84,1456,368,82.75,0.94,1,2023,1,8,6,1,98.0,55.0,56.0,68.71428571428571,14.568393708233396,75.26666666666667,14.878666359713772
2023-01-08,Southeast Asia,Storage,74,1413,393,82.75,0.94,1,2023,1,8,6,1,84.0,65.0,85.0,72.85714285714286,14.135399669253198,76.2,14.501842926878714
2023-01-08,Southeast Asia,VM,97,1009,298,82.75,0.94,1,2023,1,8,6,1,74.0,55.0,94.0,74.14285714285714,13.70436148857449,75.83333333333333,14.41044480716088
2023-01-08,North Europe,Container,69,753,426,82.75,0.94,1,2023,1,8,6,1,97.0,73.0,81.0,80.14285714285714,13.107613200332258,75.93333333333334,14.550585563127182
2023-01-08,North Europe,VM,82,1127,274,82.75,0.94,1,2023,1,8,6,1,69.0,66.0,77.0,79.57142857142857,13.550610599491382,75.53333333333333,14.571425351749543
2023-01-08,East US,Storage,61,952,236,82.75,0.94,1,2023,1,8,6,1,82.0,69.0,77.0,81.85714285714286,12.157694016939425,75.7,14.617301982287271
2023-01-08,West US,Storage,97,707,330,82.75,0.94,1,2023,1,8,6,1,61.0,98.0,53.0,80.71428571428571,13.828886261666046,75.16666666666667,14.858141465745035
2023-01-08,West US,VM,90,1622,346,82.75,0.94,1,2023,1,8,6,1,97.0,84.0,75.0,80.57142857142857,13.62420814649601,76.63333333333334,14.76595182618897
2023-01-08,East US,Container,81,1514,208,82.75,0.94,1,2023,1,8,6,1,90.0,74.0,51.0,81.42857142857143,14.057704208690991,77.13333333333334,14.96140628954777
2023-01-08,East US,VM,98,501,453,82.75,0.94,1,2023,1,8,6,1,81.0,97.0,98.0,82.42857142857143,13.685237092784151,78.13333333333334,14.134168268549738
2023-01-08,West US,Container,69,651,253,82.75,0.94,1,2023,1,8,6,1,98.0,69.0,82.0,82.57142857142857,13.866712454136895,78.13333333333334,14.134168268549738
2023-01-09,North Europe,VM,94,1062,463,89.87,1.03,0,2023,1,9,0,0,69.0,82.0,61.0,82.57142857142857,13.866712454136895,77.7,14.210607985246266
2023-01-09,Southeast Asia,Storage,53,1046,391,89.87,1.03,0,2023,1,9,0,0,94.0,61.0,86.0,84.28571428571429,14.511079510892007,78.8,14.150423412697615
2023-01-09,Southeast Asia,VM,77,1378,346,89.87,1.03,0,2023,1,9,0,0,53.0,97.0,93.0,83.14285714285714,16.78718331970926,77.7,14.837394510562461
2023-01-09,North Europe,Container,70,1297,296,89.87,1.03,0,2023,1,9,0,0,77.0,90.0,86.0,80.28571428571429,15.702593052468405,77.16666666666667,14.553310639669338
2023-01-09,North Europe,Storage,76,526,425,89.87,1.03,0,2023,1,9,0,0,70.0,81.0,98.0,77.42857142857143,15.458084646953544,76.63333333333334,14.51154910653113
2023-01-09,Southeast Asia,Container,98,516,371,89.87,1.03,0,2023,1,9,0,0,76.0,98.0,81.0,76.71428571428571,15.38087866707973,75.9,13.93915348936226
2023-01-09,West US,Container,95,537,429,89.87,1.03,0,2023,1,9,0,0,98.0,69.0,56.0,76.71428571428571,15.38087866707973,76.46666666666667,14.488362353218564
2023-01-09,West US,VM,52,900,327,89.87,1.03,0,2023,1,9,0,0,95.0,94.0,80.0,80.42857142857143,16.31826321290703,77.76666666666667,14.337516096454506
2023-01-09,East US,Container,97,1915,334,89.87,1.03,0,2023,1,9,0,0,52.0,53.0,60.0,74.42857142857143,18.1186565254081,76.83333333333333,15.07929233987008
2023-01-09,East US,Storage,82,897,476,89.87,1.03,0,2023,1,9,0,0,97.0,77.0,88.0,80.71428571428571,17.04615582972974,78.06666666666666,15.167872883700339
2023-01-09,East US,VM,85,660,267,89.87,1.03,0,2023,1,9,0,0,82.0,70.0,69.0,81.42857142857143,16.969159700833206,77.86666666666666,15.071629738966713
2023-01-09,West US,Storage,82,1187,221,89.87,1.03,0,2023,1,9,0,0,85.0,76.0,90.0,83.57142857142857,16.215806515631044,78.4,15.030084772743704
2023-01-10,Southeast Asia,Container,89,1916,498,90.92,0.86,0,2023,1,10,1,0,82.0,98.0,55.0,84.42857142857143,15.904476758208125,78.13333333333334,14.887470624964992
2023-01-10,Southeast Asia,Storage,51,654,472,90.92,0.86,0,2023,1,10,1,0,89.0,95.0,65.0,83.14285714285714,14.960264830861952,79.26666666666667,14.350137169435328
2023-01-10,Southeast Asia,VM,99,1811,350,90.92,0.86,0,2023,1,10,1,0,51.0,52.0,55.0,76.85714285714286,18.06865214885135,78.8,15.041093137090165
2023-01-10,North Europe,Container,52,1185,479,90.92,0.86,0,2023,1,10,1,0,99.0,97.0,73.0,83.57142857142857,15.89399407383333,80.26666666666667,14.783339488653496
2023-01-10,North Europe,Storage,74,1065,257,90.92,0.86,0,2023,1,10,1,0,52.0,82.0,66.0,77.14285714285714,18.451996923807204,79.56666666666666,15.613175985936248
2023-01-10,North Europe,VM,52,627,217,90.92,0.86,0,2023,1,10,1,0,74.0,85.0,69.0,76.0,18.348478592697173,79.83333333333333,15.440840010500896
2023-01-10,West US,Storage,82,1639,390,90.92,0.86,0,2023,1,10,1,0,52.0,82.0,98.0,71.28571428571429,19.830231850336347,79.26666666666667,16.147879829516505
2023-01-10,West US,VM,80,1622,387,90.92,0.86,0,2023,1,10,1,0,82.0,89.0,84.0,71.28571428571429,19.830231850336347,78.73333333333333,15.767564553665958
2023-01-10,East US,Container,86,779,380,90.92,0.86,0,2023,1,10,1,0,80.0,51.0,74.0,70.0,18.752777572046902,78.6,15.738378306678808
2023-01-10,East US,Storage,55,598,432,90.92,0.86,0,2023,1,10,1,0,86.0,99.0,97.0,75.0,17.464249196572965,79.0,15.769897119905822
2023-01-10,East US,VM,77,657,245,90.92,0.86,0,2023,1,10,1,0,55.0,52.0,69.0,68.71428571428571,15.151614718287519,77.6,15.979728537679579
2023-01-10,West US,Container,70,1427,360,90.92,0.86,0,2023,1,10,1,0,77.0,74.0,82.0,72.28571428571429,13.400426432447125,77.86666666666666,15.897805819831163
2023-01-11,North Europe,Storage,72,1353,250,114.66,0.98,0,2023,1,11,2,0,70.0,52.0,61.0,71.71428571428571,13.40042643244712,77.46666666666667,15.941127319919541
2023-01-11,Southeast Asia,Container,91,1337,470,114.66,0.98,0,2023,1,11,2,0,72.0,82.0,97.0,74.57142857142857,10.260882724488848,77.83333333333333,15.673573923653471
2023-01-11,Southeast Asia,Storage,71,804,379,114.66,0.98,0,2023,1,11,2,0,91.0,80.0,90.0,75.85714285714286,11.795883059053137,77.63333333333334,15.45735698809701
2023-01-11,Southeast Asia,VM,71,813,257,114.66,0.98,0,2023,1,11,2,0,71.0,86.0,81.0,74.57142857142857,11.759494644146649,77.0,15.321834769036483
2023-01-11,North Europe,Container,74,1074,389,114.66,0.98,0,2023,1,11,2,0,71.0,55.0,98.0,72.42857142857143,10.643576198144741,76.66666666666667,15.340577998671804
2023-01-11,North Europe,VM,77,1877,487,114.66,0.98,0,2023,1,11,2,0,74.0,77.0,69.0,75.14285714285714,7.380798769522849,75.86666666666666,14.806180753514633
2023-01-11,East US,VM,97,1562,369,114.66,0.98,0,2023,1,11,2,0,77.0,70.0,94.0,75.14285714285714,7.380798769522849,76.13333333333334,14.750180205406107
2023-01-11,West US,Storage,95,899,341,114.66,0.98,0,2023,1,11,2,0,97.0,72.0,53.0,79.0,10.598742063723112,76.23333333333333,14.885038388129606
2023-01-11,West US,VM,69,820,463,114.66,0.98,0,2023,1,11,2,0,95.0,91.0,77.0,82.28571428571429,11.586116486471909,77.63333333333334,14.59684267545397
2023-01-11,East US,Container,56,535,372,114.66,0.98,0,2023,1,11,2,0,69.0,71.0,70.0,79.14285714285714,11.8100038304901,77.36666666666666,14.68164073639741
2023-01-11,East US,Storage,75,1420,212,114.66,0.98,0,2023,1,11,2,0,56.0,71.0,76.0,77.0,14.571661996262929,76.9,15.13923880927103
2023-01-11,West US,Container,61,970,342,114.66,0.98,0,2023,1,11,2,0,75.0,74.0,98.0,77.57142857142857,14.374249462808404,76.86666666666666,15.142389310243898
2023-01-12,North Europe,Storage,68,1581,428,100.68,0.86,0,2023,1,12,3,0,61.0,77.0,95.0,75.71428571428571,15.69197550463596,75.63333333333334,14.866030087912263
2023-01-12,Southeast Asia,Container,97,987,436,100.68,0.86,0,2023,1,12,3,0,68.0,97.0,52.0,74.42857142857143,15.935883438089668,74.73333333333333,14.465019239848777
2023-01-12,Southeast Asia,Storage,50,1301,295,100.68,0.86,0,2023,1,12,3,0,97.0,95.0,97.0,74.42857142857143,15.935883438089668,76.23333333333333,14.359145429699652
2023-01-12,Southeast Asia,VM,58,1512,328,100.68,0.86,0,2023,1,12,3,0,50.0,69.0,82.0,68.0,15.318833724101372,74.66666666666667,14.57757686059095
2023-01-12,North Europe,Container,75,616,478,100.68,0.86,0,2023,1,12,3,0,58.0,56.0,85.0,66.42857142857143,15.757084574429149,73.86666666666666,14.817820895528259
2023-01-12,North Europe,VM,91,1156,319,100.68,0.86,0,2023,1,12,3,0,75.0,75.0,82.0,69.14285714285714,15.290831364236634,73.53333333333333,14.670480172978216
2023-01-12,East US,Container,93,504,302,100.68,0.86,0,2023,1,12,3,0,91.0,61.0,89.0,71.42857142857143,17.367183065167673,73.83333333333333,14.939148600892224
2023-01-12,West US,Storage,84,1322,343,100.68,0.86,0,2023,1,12,3,0,93.0,68.0,51.0,76.0,18.34847859269717,73.96666666666667,15.096204897220044
2023-01-12,West US,VM,53,1273,246,100.68,0.86,0,2023,1,12,3,0,84.0,97.0,99.0,78.28571428571429,18.18162337557976,75.06666666666666,14.557693388088962
2023-01-12,West US,Container,62,869,323,100.68,0.86,0,2023,1,12,3,0,53.0,50.0,52.0,72.0,18.23915202707259,73.53333333333333,14.37126763140027
2023-01-12,East US,Storage,82,763,252,100.68,0.86,0,2023,1,12,3,0,62.0,58.0,74.0,73.71428571428571,16.286131991301517,73.86666666666666,13.964816216263744
2023-01-12,East US,VM,92,943,300,100.68,0.86,0,2023,1,12,3,0,82.0,75.0,52.0,77.14285714285714,14.893271091654903,74.13333333333334,14.043610237604398
2023-01-13,Southeast Asia,Storage,79,856,222,94.56,1.01,0,2023,1,13,4,0,92.0,91.0,82.0,79.57142857142857,15.841476602652325,75.46666666666667,13.765858148866442
2023-01-13,Southeast Asia,VM,85,1812,453,94.56,1.01,0,2023,1,13,4,0,79.0,93.0,80.0,77.85714285714286,15.02695989911212,75.36666666666666,13.72760454109826
2023-01-13,North Europe,Container,65,717,238,94.56,1.01,0,2023,1,13,4,0,85.0,84.0,86.0,76.71428571428571,13.948886284267584,75.53333333333333,13.815866274669142
2023-01-13,North Europe,Storage,95,1457,403,94.56,1.01,0,2023,1,13,4,0,65.0,53.0,55.0,74.0,14.142135623730933,74.83333333333333,13.799258684070132
2023-01-13,North Europe,VM,96,1508,293,94.56,1.01,0,2023,1,13,4,0,95.0,62.0,77.0,80.0,12.56980508997654,76.16666666666667,13.749190153789332
2023-01-13,Southeast Asia,Container,59,1623,489,94.56,1.01,0,2023,1,13,4,0,96.0,82.0,70.0,84.85714285714286,10.915257997081785,76.8,14.218492087467624
2023-01-13,West US,Storage,65,1958,285,94.56,1.01,0,2023,1,13,4,0,59.0,92.0,72.0,81.57142857142857,14.71798381637403,76.43333333333334,14.538138507538298
2023-01-13,West US,VM,52,1599,353,94.56,1.01,0,2023,1,13,4,0,65.0,79.0,91.0,77.71428571428571,15.063358254544754,76.2,14.667345856792178
2023-01-13,East US,Container,71,1360,446,94.56,1.01,0,2023,1,13,4,0,52.0,85.0,71.0,73.85714285714286,17.873896902359867,74.9,15.03409917258212
2023-01-13,East US,Storage,88,1203,268,94.56,1.01,0,2023,1,13,4,0,71.0,65.0,71.0,71.85714285714286,17.189420888330975,74.9,15.03409917258212
2023-01-13,East US,VM,50,1795,388,94.56,1.01,0,2023,1,13,4,0,88.0,95.0,74.0,75.14285714285714,17.845901223423542,75.46666666666667,15.201482081404574
2023-01-13,West US,Container,78,1743,268,94.56,1.01,0,2023,1,13,4,0,50.0,96.0,77.0,68.71428571428571,17.60411207373891,74.66666666666667,15.896938185643197
2023-01-14,Southeast Asia,Container,99,534,414,88.49,1.04,1,2023,1,14,5,1,78.0,59.0,97.0,66.14285714285714,13.87357886329941,74.7,15.90304676946289
2023-01-14,Southeast Asia,Storage,80,1825,452,88.49,1.04,1,2023,1,14,5,1,99.0,65.0,95.0,71.85714285714286,18.05019456431211,74.76666666666667,16.003627462360615
2023-01-14,Southeast Asia,VM,93,784,211,88.49,1.04,1,2023,1,14,5,1,80.0,52.0,69.0,74.0,17.990738358018156,74.26666666666667,15.578352206548168
2023-01-14,North Europe,Container,82,1691,242,88.49,1.04,1,2023,1,14,5,1,93.0,71.0,56.0,79.85714285714286,16.22167861668013,75.06666666666666,15.9112480997549
2023-01-14,North Europe,Storage,92,1791,264,88.49,1.04,1,2023,1,14,5,1,82.0,88.0,75.0,81.42857142857143,15.746503769166715,75.93333333333334,15.540677066272268
2023-01-14,North Europe,VM,82,1456,378,88.49,1.04,1,2023,1,14,5,1,92.0,50.0,61.0,82.0,16.093476939431103,76.5,15.813023877106206
2023-01-14,West US,Container,61,1189,362,88.49,1.04,1,2023,1,14,5,1,82.0,78.0,68.0,86.57142857142857,7.997023255711003,77.2,15.56609932757279
2023-01-14,West US,VM,51,996,359,88.49,1.04,1,2023,1,14,5,1,61.0,99.0,97.0,84.14285714285714,12.401996767034127,76.96666666666667,15.760017795660644
2023-01-14,East US,Container,65,1291,446,88.49,1.04,1,2023,1,14,5,1,51.0,80.0,50.0,77.28571428571429,15.660079668957463,75.43333333333334,15.97990836220182
2023-01-14,East US,Storage,81,1268,203,88.49,1.04,1,2023,1,14,5,1,65.0,93.0,58.0,75.14285714285714,16.242214252050825,75.93333333333334,15.38008863553073
2023-01-14,East US,VM,80,1261,346,88.49,1.04,1,2023,1,14,5,1,81.0,82.0,75.0,73.42857142857143,14.592888026445616,76.7,15.024462810983314
2023-01-14,West US,Storage,76,1351,351,88.49,1.04,1,2023,1,14,5,1,80.0,92.0,91.0,73.14285714285714,14.415600015591533,76.86666666666666,15.032684696866434
2023-01-15,North Europe,Container,67,1508,295,93.99,0.97,1,2023,1,15,6,1,76.0,82.0,93.0,70.85714285714286,11.992060865819605,76.36666666666666,14.793948747384176
2023-01-15,Southeast Asia,Container,98,778,416,93.99,0.97,1,2023,1,15,6,1,67.0,61.0,84.0,68.71428571428571,10.96531327587557,75.5,14.54541046231564
2023-01-15,Southeast Asia,Storage,81,536,467,93.99,0.97,1,2023,1,15,6,1,98.0,51.0,53.0,74.0,14.854853303438095,75.96666666666667,15.043576549554258
2023-01-15,Southeast Asia,VM,73,1162,389,93.99,0.97,1,2023,1,15,6,1,81.0,65.0,62.0,78.28571428571429,10.919619738713214,76.9,14.425432522052011
2023-01-15,North Europe,Storage,84,1622,235,93.99,0.97,1,2023,1,15,6,1,73.0,81.0,82.0,79.42857142857143,9.641181512261932,77.26666666666667,14.171202789662813
2023-01-15,North Europe,VM,85,1917,391,93.99,0.97,1,2023,1,15,6,1,84.0,80.0,92.0,79.85714285714286,9.788233947425054,77.33333333333333,14.198915289637403
2023-01-15,West US,Storage,94,1598,416,93.99,0.97,1,2023,1,15,6,1,85.0,76.0,79.0,80.57142857142857,9.980934205726848,77.1,14.005786981298739
2023-01-15,West US,VM,56,1719,313,93.99,0.97,1,2023,1,15,6,1,94.0,67.0,85.0,83.14285714285714,10.884676865952052,77.6,14.339720576318653
2023-01-15,East US,Container,83,614,304,93.99,0.97,1,2023,1,15,6,1,56.0,98.0,65.0,81.57142857142857,13.962534904249367,76.63333333333334,14.793948747384176
2023-01-15,East US,Storage,78,1469,289,93.99,0.97,1,2023,1,15,6,1,83.0,81.0,95.0,79.42857142857143,12.039617143098084,77.23333333333333,14.670362648206249
2023-01-15,East US,VM,66,589,463,93.99,0.97,1,2023,1,15,6,1,78.0,73.0,96.0,79.0,12.027745701779153,76.66666666666667,14.283661593084144
2023-01-15,West US,Container,70,1520,448,93.99,0.97,1,2023,1,15,6,1,66.0,84.0,59.0,78.0,12.871156384205214,75.66666666666667,13.929213492001155
2023-01-16,Southeast Asia,Container,91,1709,422,93.98,1.19,0,2023,1,16,0,0,70.0,85.0,65.0,76.0,12.871156384205197,76.03333333333333,13.616631142766584
2023-01-16,Southeast Asia,Storage,88,608,380,93.98,1.19,0,2023,1,16,0,0,91.0,94.0,52.0,76.85714285714286,13.740797786501464,76.9,13.717217974703077
2023-01-16,North Europe,Container,54,1622,224,93.98,1.19,0,2023,1,16,0,0,88.0,56.0,71.0,76.0,12.635927614016559,78.1,13.020805632154444
2023-01-16,North Europe,Storage,68,1890,343,93.98,1.19,0,2023,1,16,0,0,54.0,83.0,88.0,75.71428571428571,13.174650984805178,77.53333333333333,13.693021966487626
2023-01-16,North Europe,VM,56,1217,422,93.98,1.19,0,2023,1,16,0,0,68.0,78.0,50.0,73.57142857142857,13.010984370358502,76.86666666666666,13.652670152715569
2023-01-16,Southeast Asia,VM,70,1674,343,93.98,1.19,0,2023,1,16,0,0,56.0,66.0,78.0,70.42857142857143,14.351041110399589,77.06666666666666,13.284508305524154
2023-01-16,West US,Storage,61,944,432,93.98,1.19,0,2023,1,16,0,0,70.0,70.0,99.0,71.0,14.22439219556785,76.8,13.345282002420852
2023-01-16,West US,VM,68,676,299,93.98,1.19,0,2023,1,16,0,0,61.0,91.0,80.0,69.71428571428571,14.727686916306983,75.53333333333333,12.963432211904516
2023-01-16,East US,Container,97,1228,386,93.98,1.19,0,2023,1,16,0,0,68.0,88.0,93.0,66.42857142857143,11.370387604902104,75.13333333333334,13.005922611968199
2023-01-16,East US,Storage,66,561,283,93.98,1.19,0,2023,1,16,0,0,97.0,54.0,82.0,67.71428571428571,14.337762327902707,75.26666666666667,13.214238228290837
2023-01-16,East US,VM,84,1372,485,93.98,1.19,0,2023,1,16,0,0,66.0,68.0,92.0,69.42857142857143,13.087616829878245,74.73333333333333,13.255924721794592
2023-01-16,West US,Container,68,575,464,93.98,1.19,0,2023,1,16,0,0,84.0,56.0,82.0,71.71428571428571,14.150551057753685,74.46666666666667,12.974067857908297
